milestones_total,milestones_completed,milestones_completion_pct,milestones_on_time_pct,time_elapsed_pct,schedule_variance,delivery_velocity,budget_used_pct,budget_efficiency,resource_availability,resource_availability_code,collaborators,sdg_confidence_avg,project_status
8,3,0.4086,0.5118,0.4174,-0.0088,7.1866,57.58,0.6976,Medium,1,7,0.476,At Risk
5,4,0.7012,0.6519,0.872,-0.1708,4.5871,48.25,1.4238,Medium,1,5,0.574,At Risk
3,1,0.3166,0.3392,0.3785,-0.0619,2.6422,39.96,0.7728,High,2,11,0.449,At Risk
5,0,0.0296,0.0003,0.191,-0.1614,0.0,3.0,0.7412,High,2,5,0.702,At Risk
5,3,0.6387,0.6449,0.5899,0.0488,5.0852,74.38,0.8474,Medium,1,10,0.885,On Track
10,9,0.8547,0.7411,0.6151,0.2396,14.6312,8.88,8.649,Low,0,2,0.946,On Track
11,6,0.5908,0.6447,0.5755,0.0153,10.426,52.38,1.1067,Medium,1,2,0.553,On Track
17,0,0.0,0.0,0.1171,-0.1171,0.0,55.85,0.0,High,2,1,0.512,At Risk
13,1,0.0615,0.1804,0.1316,-0.0701,7.6001,23.29,0.2531,High,2,9,0.706,At Risk
16,13,0.8064,0.7334,0.7665,0.04,16.9611,40.72,1.9331,Medium,1,5,0.764,On Track
22,5,0.207,0.2446,0.0395,0.1675,126.6441,32.29,0.6218,Medium,1,3,0.437,At Risk
4,3,0.6895,0.7181,0.6665,0.0229,4.5008,61.83,1.0974,Low,0,9,0.687,On Track
25,23,0.9227,1.0,0.9295,-0.0068,24.7436,68.97,1.3187,High,2,4,0.874,On Track
6,6,0.9379,0.8554,0.8348,0.1031,7.1871,45.71,2.0079,Low,0,3,0.923,Excellent
11,6,0.5565,0.4348,0.3688,0.1877,16.2679,3.0,13.9136,Low,0,1,0.836,On Track
8,3,0.3473,0.2404,0.4493,-0.102,6.6773,72.6,0.4719,Medium,1,4,0.852,At Risk
12,6,0.4883,0.7235,0.3397,0.1486,17.6634,69.14,0.6961,High,2,11,0.938,At Risk
12,2,0.1719,0.261,0.1837,-0.0118,10.8867,38.74,0.4326,Medium,1,9,0.657,At Risk
9,7,0.7826,0.6458,0.8178,-0.0352,8.5597,130.19,0.5965,Medium,1,5,0.542,At Risk
17,9,0.5263,0.5656,0.4105,0.1158,21.9239,53.62,0.9637,Low,0,9,0.608,On Track
24,8,0.34,0.366,0.2842,0.0558,28.1483,32.07,1.0282,Medium,1,3,0.707,On Track
11,7,0.6678,0.7735,0.6723,-0.0046,10.4118,68.09,0.9665,Low,0,6,0.555,On Track
3,1,0.4903,0.4296,0.3079,0.1824,3.2473,47.77,1.0054,Medium,1,5,0.678,On Track
4,2,0.4016,0.5653,0.2076,0.194,9.6318,75.75,0.5232,Medium,1,1,0.824,At Risk
3,2,0.7755,0.574,0.8842,-0.1087,2.2619,69.28,1.1035,Low,0,12,0.58,At Risk
19,19,0.99,1.0,0.8781,0.1119,21.6365,76.8,1.2725,Low,0,9,0.765,On Track
9,7,0.7361,0.852,0.6958,0.0403,10.0609,52.19,1.384,Medium,1,9,0.983,On Track
18,13,0.6956,0.731,0.7752,-0.0796,16.7703,56.11,1.218,High,2,4,0.762,At Risk
17,13,0.7581,0.5941,0.7149,0.0431,18.1832,30.56,2.4021,High,2,2,0.748,On Track
24,4,0.1514,0.2786,0.1774,-0.0261,22.5441,55.86,0.2662,High,2,11,0.711,At Risk
16,15,0.9145,0.7284,0.8425,0.072,17.8046,40.15,2.2222,High,2,11,0.675,On Track
18,14,0.7798,0.7957,0.7338,0.0459,19.0779,39.17,1.9411,Low,0,9,0.83,On Track
15,7,0.4666,0.6046,0.3505,0.1161,19.9688,11.41,3.7607,Medium,1,9,0.853,On Track
12,5,0.4493,0.529,0.6014,-0.1521,8.3137,48.1,0.915,Low,0,12,0.292,At Risk
9,1,0.1494,0.22,0.3,-0.1506,3.3337,29.31,0.4928,Low,0,4,0.607,At Risk
13,2,0.1413,0.1847,0.2411,-0.0999,8.2947,76.92,0.1813,High,2,4,0.765,At Risk
25,9,0.3542,0.6088,0.3603,-0.0061,24.9757,33.88,1.0155,Medium,1,12,0.845,On Track
23,14,0.5913,0.6292,0.5899,0.0014,23.7329,67.7,0.8607,High,2,3,0.968,On Track
15,6,0.3775,0.6422,0.3524,0.025,17.0246,49.65,0.7452,Medium,1,6,0.846,At Risk
4,1,0.3403,0.0906,0.3964,-0.0561,2.5225,37.29,0.8889,High,2,3,0.922,At Risk
3,2,0.7058,0.7475,0.4848,0.221,4.1257,22.94,2.9485,High,2,2,0.473,On Track
23,10,0.4455,0.1405,0.5576,-0.112,17.9349,21.29,1.9988,Medium,1,12,0.82,At Risk
11,8,0.7525,0.625,0.755,-0.0025,10.5961,38.13,1.9231,Medium,1,7,0.675,On Track
8,3,0.3454,0.5756,0.2726,0.0729,11.0058,39.53,0.8523,High,2,1,0.324,On Track
5,2,0.3723,0.5743,0.4059,-0.0336,4.9273,56.62,0.6461,High,2,11,0.878,At Risk
15,0,0.0084,0.5208,0.0681,-0.0596,0.0,17.21,0.0463,High,2,9,0.838,At Risk
24,17,0.7128,0.7166,0.6815,0.0312,24.944,40.77,1.7062,Low,0,5,0.818,On Track
22,10,0.4358,0.3959,0.2996,0.1363,33.3787,46.76,0.9126,Medium,1,4,0.713,On Track
25,22,0.8918,0.7815,0.8951,-0.0034,24.5775,28.09,3.0651,Medium,1,5,0.607,On Track
4,1,0.3647,0.1476,0.5071,-0.1425,1.9718,25.58,1.3721,Medium,1,8,0.824,At Risk
8,2,0.2782,0.2351,0.4338,-0.1556,4.6106,72.5,0.3785,Medium,1,3,0.606,At Risk
11,9,0.8536,0.7185,0.6174,0.2362,14.5783,80.37,1.0491,High,2,8,0.601,On Track
3,1,0.2648,0.4742,0.3353,-0.0705,2.9822,42.2,0.613,Low,0,5,0.682,At Risk
14,7,0.5227,0.6224,0.6881,-0.1655,10.1726,12.35,3.9161,High,2,6,0.699,At Risk
20,8,0.3825,0.5667,0.3079,0.0746,25.9807,19.95,1.8259,High,2,6,0.927,On Track
10,0,0.0491,0.0,0.0537,-0.0046,0.0,20.28,0.2309,Medium,1,1,0.902,At Risk
12,6,0.4893,0.6829,0.3215,0.1679,18.6649,31.28,1.5161,Medium,1,4,0.852,On Track
14,7,0.4998,0.3583,0.5352,-0.0353,13.0802,81.98,0.6023,Low,0,3,0.77,At Risk
3,2,0.5325,0.6796,0.5364,-0.0039,3.7288,38.7,1.3412,Medium,1,6,0.498,On Track
15,8,0.553,0.5305,0.6469,-0.094,12.3658,45.81,1.1814,Low,0,2,0.524,At Risk
18,15,0.8223,0.6066,0.7802,0.0421,19.225,106.06,0.7681,Low,0,5,0.568,At Risk
19,16,0.8547,0.7639,0.6144,0.2403,26.0412,46.58,1.7964,High,2,11,0.608,On Track
9,8,0.876,0.9788,0.7647,0.1113,10.4622,29.32,2.8893,Medium,1,4,0.703,Excellent
19,13,0.7096,0.5641,0.7683,-0.0587,16.9199,51.49,1.352,Medium,1,1,0.641,At Risk
5,3,0.6766,0.7143,0.5956,0.081,5.037,64.96,1.0259,High,2,5,0.627,On Track
5,3,0.6133,0.7805,0.4934,0.1199,6.0807,36.63,1.6297,Low,0,3,0.741,On Track
15,4,0.2927,0.5871,0.2752,0.0176,14.5373,19.38,1.4363,Low,0,10,0.732,On Track
4,2,0.6105,0.5488,0.633,-0.0224,3.1598,97.92,0.6172,Medium,1,7,0.57,At Risk
3,1,0.4901,0.4894,0.5439,-0.0538,1.8386,49.37,0.9728,Low,0,5,0.82,At Risk
12,6,0.4925,0.3485,0.416,0.0765,14.4225,55.6,0.8702,Low,0,11,0.832,On Track
10,5,0.483,0.5206,0.5733,-0.0903,8.7219,28.11,1.6591,High,2,2,0.98,At Risk
21,2,0.0743,0.2469,0.1605,-0.0862,12.4628,15.62,0.4471,Medium,1,9,0.758,At Risk
7,4,0.5781,0.6413,0.5273,0.0509,7.5861,38.51,1.4635,Low,0,11,0.839,On Track
25,25,0.99,1.0,0.8446,0.1454,29.6014,46.0,2.1065,High,2,10,0.432,Excellent
15,13,0.8674,0.6621,0.726,0.1414,17.9064,56.67,1.5041,Medium,1,6,0.928,On Track
18,13,0.7396,0.6397,0.7653,-0.0257,16.9872,62.56,1.1636,Medium,1,3,0.879,On Track
12,7,0.6088,0.551,0.5768,0.032,12.1355,63.92,0.9379,High,2,12,0.678,On Track
22,16,0.7398,0.4605,0.7945,-0.0547,20.1387,25.86,2.7538,Medium,1,11,0.877,At Risk
7,4,0.5895,0.7201,0.5197,0.0698,7.697,52.87,1.0942,Low,0,1,0.559,On Track
25,16,0.6466,0.5773,0.6927,-0.0461,23.0976,75.48,0.8455,Medium,1,9,0.933,On Track
23,8,0.3309,0.3675,0.4046,-0.0736,19.7741,47.76,0.6787,Medium,1,7,0.268,At Risk
25,18,0.7061,0.2299,0.6724,0.0336,26.7692,54.15,1.2803,Low,0,9,0.764,On Track
7,4,0.5233,0.6946,0.5212,0.002,7.6739,60.23,0.8546,Medium,1,9,0.745,On Track
19,11,0.5615,0.4492,0.6266,-0.0651,17.5562,74.46,0.7441,Medium,1,10,0.662,At Risk
3,1,0.3758,0.5088,0.4586,-0.0829,2.1804,14.24,2.4655,Medium,1,11,0.85,At Risk
21,11,0.5045,0.281,0.5069,-0.0025,21.699,35.93,1.3659,High,2,12,0.877,On Track
24,9,0.3752,0.5905,0.3361,0.0392,26.7806,17.19,2.0629,High,2,12,0.548,On Track
23,15,0.6658,0.6798,0.4854,0.1805,30.9054,61.06,1.0729,Medium,1,4,0.819,On Track
5,2,0.459,0.5937,0.7569,-0.2979,2.6422,33.81,1.3187,High,2,1,0.946,At Risk
4,1,0.2301,0.2907,0.2651,-0.035,3.7728,20.45,1.0728,High,2,3,0.912,On Track
23,16,0.6865,0.4893,0.642,0.0444,24.9206,3.0,17.1618,Medium,1,6,0.918,On Track
6,1,0.2291,0.3206,0.2239,0.0052,4.4664,52.32,0.4297,Low,0,7,0.55,At Risk
17,9,0.5258,0.5785,0.6829,-0.1571,13.1794,69.67,0.744,High,2,9,0.721,At Risk
4,3,0.778,0.5689,0.629,0.1491,4.7697,37.18,2.0378,High,2,11,0.722,On Track
3,2,0.7276,0.5966,0.5359,0.1917,3.7318,50.43,1.4148,High,2,11,0.294,On Track
20,5,0.2671,0.4738,0.3447,-0.0776,14.5046,37.42,0.6953,Low,0,11,0.461,At Risk
10,7,0.6765,0.7817,0.77,-0.0935,9.0906,54.48,1.2195,Low,0,8,0.629,At Risk
11,7,0.5951,0.686,0.6439,-0.0488,10.871,47.28,1.2324,Low,0,1,0.325,On Track
17,8,0.4414,0.7062,0.4747,-0.0333,16.8534,54.44,0.7961,Medium,1,2,0.43,At Risk
19,16,0.8626,0.5817,0.6556,0.2069,24.4043,76.18,1.1175,High,2,9,0.914,On Track
5,4,0.7418,0.8858,0.6336,0.1082,6.3134,48.12,1.5102,Medium,1,11,0.978,Excellent
19,4,0.2219,0.2183,0.152,0.07,26.3179,52.75,0.4129,Medium,1,2,0.592,At Risk
18,7,0.4052,0.5479,0.4842,-0.0789,14.4574,16.76,2.2814,High,2,5,0.809,At Risk
5,3,0.5263,0.5094,0.6565,-0.1301,4.5699,44.74,1.1508,High,2,5,0.788,At Risk
10,7,0.676,0.8556,0.5241,0.1519,13.3574,62.6,1.0629,High,2,12,0.376,On Track
9,5,0.5187,0.2572,0.583,-0.0643,8.5756,39.39,1.2843,Low,0,4,0.868,At Risk
23,12,0.5312,0.5485,0.736,-0.2048,16.3047,80.78,0.6495,Medium,1,8,0.765,At Risk
18,7,0.4119,0.348,0.5554,-0.1435,12.6046,40.67,0.9885,Low,0,7,0.711,At Risk
5,0,0.0,0.121,0.2766,-0.2766,0.0,37.18,0.0,Low,0,8,0.613,At Risk
24,9,0.3583,0.4147,0.3726,-0.0143,24.1515,12.77,2.6029,High,2,5,0.965,On Track
4,4,0.8895,0.9725,0.848,0.0415,4.7172,37.29,2.3231,Low,0,10,0.659,On Track
23,19,0.8207,0.8529,0.9104,-0.0897,20.8696,66.36,1.2185,Medium,1,11,0.831,At Risk
9,2,0.2695,0.1531,0.4589,-0.1894,4.3583,9.14,2.6582,High,2,2,0.658,At Risk
22,10,0.455,0.403,0.4912,-0.0362,20.3572,48.67,0.916,Low,0,3,0.537,On Track
13,5,0.4222,0.1065,0.623,-0.2008,8.0257,74.14,0.5618,Medium,1,5,0.574,Delayed
23,23,0.99,0.9497,0.8135,0.1765,28.2736,86.6,1.1301,Medium,1,12,0.979,On Track
25,21,0.8525,0.9976,0.9533,-0.1008,22.0297,72.48,1.1602,Low,0,5,0.933,At Risk
22,12,0.542,0.6762,0.4866,0.0555,24.6616,35.75,1.4749,Medium,1,10,0.708,On Track
7,4,0.5376,0.777,0.4924,0.0452,8.1242,3.0,13.4399,Medium,1,1,0.659,On Track
18,16,0.8787,0.9625,0.673,0.2057,23.7756,43.14,1.9906,Medium,1,1,0.529,Excellent
18,9,0.5095,0.793,0.4829,0.0266,18.6384,56.52,0.8858,High,2,5,0.7,On Track
24,13,0.5289,0.229,0.5766,-0.0477,22.5475,67.08,0.7769,High,2,2,0.798,At Risk
25,0,0.0159,0.2892,0.0927,-0.0768,0.0,38.14,0.0407,Low,0,4,0.434,At Risk
24,19,0.7961,0.8976,0.9463,-0.1502,20.0781,53.02,1.4738,High,2,8,0.763,At Risk
12,0,0.0,0.0477,0.2987,-0.2987,0.0,15.35,0.0,Low,0,12,0.614,At Risk
19,6,0.3248,0.3592,0.4685,-0.1437,12.8081,23.01,1.3524,Medium,1,5,0.917,At Risk
17,9,0.5189,0.4131,0.3624,0.1565,24.8323,32.64,1.5428,Medium,1,8,0.593,On Track
17,3,0.2014,0.2353,0.3059,-0.1045,9.8068,17.13,1.111,High,2,2,0.728,At Risk
20,8,0.3841,0.4658,0.4383,-0.0543,18.2505,41.47,0.9044,Low,0,4,0.525,At Risk
12,5,0.4107,0.4381,0.6459,-0.2352,7.7412,20.45,1.915,High,2,2,0.524,At Risk
18,15,0.844,0.701,0.9567,-0.1128,15.6787,68.29,1.218,High,2,1,0.749,At Risk
12,1,0.0682,0.0,0.1391,-0.0708,7.1913,28.04,0.235,High,2,8,0.861,At Risk
5,0,0.0643,0.2778,0.1307,-0.0664,0.0,56.51,0.1118,Medium,1,9,0.737,At Risk
17,1,0.0862,0.4539,0.267,-0.1809,3.745,15.89,0.5101,Medium,1,5,0.876,At Risk
15,6,0.3681,0.2711,0.363,0.0051,16.5294,45.52,0.7913,Medium,1,4,0.912,At Risk
9,6,0.6903,0.7731,0.6125,0.0778,9.7957,39.38,1.7095,Low,0,2,0.839,On Track
21,8,0.3805,0.0,0.4444,-0.0639,18.0033,55.52,0.6731,Medium,1,2,0.87,At Risk
7,2,0.2286,0.4035,0.1296,0.099,15.4326,69.76,0.323,Medium,1,12,0.565,At Risk
19,8,0.4206,0.3174,0.3184,0.1023,25.1294,50.12,0.8229,Medium,1,5,0.738,On Track
14,4,0.2683,0.4818,0.2935,-0.0252,13.6282,14.41,1.741,High,2,3,0.655,On Track
22,11,0.5203,0.3792,0.4744,0.046,23.189,51.05,0.9998,Medium,1,11,0.792,On Track
19,14,0.7392,0.9796,0.7085,0.0307,19.7602,3.0,18.4794,Medium,1,5,0.839,On Track
6,3,0.5769,0.2817,0.5647,0.0122,5.3124,45.52,1.24,High,2,12,0.528,On Track
14,4,0.2757,0.1981,0.2863,-0.0106,13.9701,67.02,0.4053,Low,0,4,0.835,At Risk
18,6,0.3397,0.0659,0.3133,0.0263,19.1502,33.04,0.9978,Medium,1,8,0.954,On Track
15,3,0.2207,0.6087,0.6254,-0.4046,4.7972,34.16,0.6278,Medium,1,1,0.512,At Risk
8,2,0.2582,0.1057,0.2426,0.0155,8.2428,43.29,0.5829,High,2,1,0.615,At Risk
18,10,0.5431,0.6823,0.6351,-0.092,15.7467,48.3,1.1016,Low,0,11,0.531,At Risk
17,10,0.6025,0.5227,0.5253,0.0771,19.0357,74.44,0.7986,Medium,1,7,0.279,At Risk
12,7,0.5557,0.5479,0.6457,-0.09,10.8408,57.17,0.9553,Medium,1,12,0.878,At Risk
7,2,0.2266,0.2465,0.3475,-0.1209,5.7552,3.0,5.6652,Medium,1,7,0.671,At Risk
14,0,0.0238,0.0878,0.1022,-0.0784,0.0,14.65,0.1522,Medium,1,7,0.463,At Risk
13,9,0.7057,0.6335,0.7051,0.0006,12.7648,72.78,0.9565,High,2,2,0.764,On Track
13,2,0.1367,0.0893,0.1339,0.0028,14.9338,30.93,0.4282,Medium,1,1,0.878,At Risk
13,3,0.1983,0.0028,0.367,-0.1687,8.1734,12.04,1.5206,Medium,1,6,0.874,At Risk
15,15,0.99,1.0,0.8566,0.1334,17.5121,55.03,1.7668,Medium,1,2,0.751,On Track
9,0,0.0,0.1307,0.1288,-0.1288,0.0,39.25,0.0,High,2,12,0.676,At Risk
3,0,0.0604,0.136,0.3461,-0.2856,0.0,58.64,0.1013,Medium,1,12,0.714,At Risk
12,3,0.281,0.3762,0.5351,-0.2542,5.6063,75.68,0.3664,High,2,5,0.403,Delayed
14,4,0.2774,0.3469,0.3179,-0.0405,12.5809,23.54,1.1305,Medium,1,2,0.732,On Track
15,10,0.6881,0.8236,0.8465,-0.1585,11.8129,36.76,1.8221,Medium,1,7,0.637,At Risk
21,10,0.4882,0.3655,0.5012,-0.013,19.9513,89.8,0.5376,High,2,2,0.819,At Risk
14,7,0.5122,0.1495,0.5457,-0.0335,12.8276,68.74,0.7345,High,2,7,0.439,At Risk
11,6,0.5828,0.6687,0.6313,-0.0485,9.5042,31.8,1.7765,Medium,1,1,0.838,On Track
11,9,0.8329,1.0,0.5385,0.2944,16.7127,3.0,20.823,High,2,2,0.706,Excellent
4,0,0.0,0.0,0.2211,-0.2211,0.0,44.4,0.0,Low,0,11,0.663,At Risk
12,1,0.1024,0.1516,0.2057,-0.1033,4.8616,54.46,0.1846,High,2,11,0.678,At Risk
7,0,0.0,0.0,0.0746,-0.0746,0.0,26.49,0.0,Medium,1,4,0.6,At Risk
11,6,0.511,0.2326,0.5463,-0.0353,10.9831,56.24,0.8928,Medium,1,7,0.37,On Track
19,13,0.7031,0.6907,0.7562,-0.0531,17.1923,46.45,1.4817,High,2,6,0.586,At Risk
9,6,0.7144,0.7397,0.5073,0.2071,11.8273,60.6,1.1597,High,2,6,0.66,On Track
16,0,0.0,0.136,0.2969,-0.2969,0.0,39.85,0.0,High,2,1,0.888,At Risk
23,6,0.2469,0.2409,0.4447,-0.1978,13.4936,16.91,1.378,High,2,7,0.496,At Risk
20,2,0.1026,0.1023,0.2325,-0.1299,8.6025,47.47,0.2117,Medium,1,9,0.649,At Risk
9,6,0.7221,0.6014,0.7785,-0.0564,7.7072,31.08,2.2511,Medium,1,12,0.747,At Risk
5,3,0.628,0.5729,0.5209,0.107,5.759,3.18,15.0224,High,2,1,0.905,On Track
16,7,0.4269,0.8024,0.5137,-0.0868,13.627,50.04,0.8365,High,2,8,0.874,At Risk
22,20,0.894,0.9518,0.6002,0.2938,33.3204,52.39,1.6744,Low,0,3,0.777,On Track
23,11,0.459,0.4786,0.4022,0.0567,27.3469,58.0,0.7779,High,2,5,0.684,At Risk
18,7,0.3806,0.4926,0.4994,-0.1187,14.0175,15.21,2.3484,Low,0,1,0.771,At Risk
20,10,0.5208,0.6422,0.5388,-0.018,18.5602,67.4,0.7613,High,2,3,0.645,At Risk
8,3,0.405,0.4624,0.4312,-0.0262,6.9571,68.51,0.5827,Medium,1,8,0.597,At Risk
16,6,0.3798,0.3746,0.2653,0.1145,22.619,41.22,0.8994,High,2,6,0.762,On Track
12,0,0.0,0.0,0.0834,-0.0834,0.0,34.1,0.0,Low,0,5,0.874,At Risk
11,7,0.6739,0.5618,0.605,0.0688,11.5698,37.53,1.7489,Medium,1,12,0.336,On Track
23,23,0.99,1.0,0.8986,0.0914,25.5964,62.7,1.5542,Medium,1,5,0.397,On Track
15,4,0.2434,0.3846,0.2971,-0.0537,13.4649,82.74,0.2906,Low,0,11,0.582,At Risk
10,3,0.321,0.5262,0.2262,0.0949,13.2639,50.95,0.618,Medium,1,5,0.717,At Risk
18,5,0.2893,0.2245,0.1119,0.1774,44.6899,17.79,1.5391,High,2,9,0.752,On Track
24,18,0.7558,0.6569,0.7497,0.0061,24.0086,10.13,6.7936,High,2,7,0.403,On Track
6,3,0.4257,0.0912,0.432,-0.0063,6.9437,82.1,0.5123,High,2,3,0.498,At Risk
23,4,0.1775,0.1375,0.2768,-0.0993,14.4499,49.19,0.3538,Medium,1,3,0.872,At Risk
5,0,0.0753,0.0,0.0826,-0.0072,0.0,44.54,0.1654,Medium,1,4,0.651,At Risk
19,11,0.5628,0.5826,0.6934,-0.1305,15.8646,59.56,0.9294,Medium,1,8,0.595,At Risk
20,6,0.3241,0.0,0.2506,0.0734,23.938,114.89,0.2796,Medium,1,4,0.475,At Risk
17,6,0.3716,0.3755,0.3355,0.0362,17.8848,54.24,0.6727,High,2,6,0.792,At Risk
17,6,0.3708,0.202,0.3543,0.0164,16.9335,47.34,0.7669,High,2,7,0.731,At Risk
7,7,0.99,1.0,0.9163,0.0737,7.6395,64.46,1.5125,High,2,9,0.729,On Track
9,6,0.6415,0.8332,0.8253,-0.1838,7.2697,73.36,0.8627,Low,0,4,0.65,At Risk
5,1,0.2436,0.2842,0.3814,-0.1379,2.6216,81.27,0.2961,Medium,1,3,0.891,At Risk
13,10,0.7309,0.6173,0.7065,0.0244,14.155,87.75,0.8235,Medium,1,9,0.735,On Track
5,4,0.8215,0.8138,0.9471,-0.1256,4.2233,36.41,2.196,Low,0,6,0.743,At Risk
10,2,0.1555,0.0,0.4123,-0.2568,4.8508,86.68,0.1773,Low,0,6,0.824,Delayed
11,6,0.5862,0.5784,0.6754,-0.0892,8.8841,56.77,1.0146,Low,0,10,0.951,At Risk
9,6,0.6191,0.7862,0.4512,0.1679,13.2964,23.76,2.5001,Low,0,1,0.865,On Track
16,8,0.5048,0.4528,0.7482,-0.2434,10.693,43.08,1.1452,High,2,7,0.795,At Risk
16,4,0.2297,0.2493,0.2142,0.0155,18.6712,37.9,0.5905,High,2,12,0.767,At Risk
19,12,0.6529,0.7417,0.864,-0.2111,13.8889,65.43,0.9828,High,2,4,0.747,At Risk
15,4,0.2756,0.2471,0.501,-0.2254,7.9843,27.93,0.9527,Low,0,5,0.933,At Risk
13,10,0.7417,0.8149,0.9658,-0.2241,10.3541,66.11,1.1053,Low,0,1,0.617,At Risk
18,7,0.3842,0.3119,0.1225,0.2617,57.1315,22.19,1.6571,Medium,1,5,0.506,On Track
21,7,0.3505,0.2452,0.3134,0.0371,22.3359,37.53,0.9098,Medium,1,6,0.732,On Track
7,3,0.4249,0.6687,0.5669,-0.142,5.2918,83.24,0.5044,High,2,11,0.775,At Risk
19,7,0.3464,0.1669,0.2581,0.0883,27.1251,50.44,0.6733,Low,0,9,0.745,At Risk
23,6,0.2483,0.1717,0.3436,-0.0953,17.4605,31.89,0.755,Low,0,4,0.723,At Risk
5,3,0.6557,0.8731,0.7756,-0.1199,3.8679,10.2,5.8526,High,2,5,0.816,At Risk
10,2,0.1734,0.2089,0.3001,-0.1267,6.6643,35.16,0.4796,Medium,1,7,0.534,At Risk
15,10,0.6877,0.7238,0.6191,0.0686,16.1526,57.61,1.1734,Medium,1,11,0.748,On Track
17,8,0.4477,0.4948,0.4632,-0.0155,17.2698,28.06,1.5408,Low,0,7,0.866,On Track
12,4,0.3016,0.639,0.271,0.0306,14.7605,49.16,0.6012,Low,0,1,0.937,At Risk
7,3,0.4889,0.4025,0.7534,-0.2645,3.9818,45.34,1.055,Medium,1,1,0.739,At Risk
16,13,0.7962,0.8811,0.6364,0.1599,20.4288,28.45,2.7033,Low,0,12,0.783,Excellent
18,12,0.6391,0.6707,0.394,0.2451,30.4582,80.54,0.7837,Low,0,10,0.787,At Risk
18,10,0.5329,0.5466,0.5492,-0.0163,18.2078,59.19,0.8854,Medium,1,1,0.759,On Track
5,3,0.5692,0.5782,0.6978,-0.1285,4.2995,12.51,4.2132,Medium,1,7,0.638,At Risk
19,10,0.5302,0.8201,0.4082,0.1221,24.4998,46.51,1.1161,Medium,1,8,0.832,On Track
17,6,0.3345,0.3997,0.1758,0.1587,34.1242,23.68,1.3557,High,2,4,0.658,On Track
6,3,0.5141,0.4068,0.6104,-0.0962,4.9149,36.39,1.3751,Medium,1,4,0.74,At Risk
7,4,0.6328,0.8033,0.7607,-0.1279,5.2584,58.91,1.0564,Medium,1,3,0.755,At Risk
19,12,0.6088,0.4839,0.4913,0.1175,24.4255,44.32,1.3433,Medium,1,11,0.733,On Track
6,2,0.3039,0.3529,0.2983,0.0056,6.7047,84.44,0.3557,Medium,1,12,0.933,At Risk
25,9,0.3777,0.2962,0.4459,-0.0681,20.1853,66.91,0.5562,Medium,1,11,0.755,At Risk
17,13,0.7582,1.0,0.6563,0.1018,19.8068,72.72,1.0285,Medium,1,2,0.601,On Track
20,14,0.6929,0.5601,0.657,0.0359,21.3101,70.18,0.9735,High,2,1,0.588,On Track
3,1,0.4057,0.2866,0.2724,0.1333,3.6711,33.82,1.1653,High,2,3,0.954,On Track
10,5,0.542,0.6938,0.6223,-0.0803,8.0348,11.54,4.3216,High,2,10,0.631,At Risk
4,2,0.383,0.3579,0.3193,0.0637,6.2637,51.11,0.7351,Low,0,11,0.953,At Risk
25,15,0.6172,0.6912,0.5198,0.0975,28.8593,21.62,2.7287,High,2,5,0.525,On Track
7,1,0.1024,0.0,0.2515,-0.1491,3.9759,57.94,0.1737,Low,0,11,0.866,At Risk
11,11,0.958,0.8074,0.8838,0.0742,12.4468,49.9,1.8819,Medium,1,9,0.773,On Track
23,11,0.4984,0.322,0.4624,0.036,23.7909,60.27,0.8134,High,2,7,0.726,On Track
25,6,0.226,0.0495,0.1761,0.0499,34.0792,13.85,1.5216,Low,0,2,0.868,On Track
6,5,0.8297,0.8653,0.6745,0.1552,7.4134,30.1,2.6674,Medium,1,2,0.61,Excellent
12,7,0.5818,0.4723,0.4245,0.1572,16.4882,30.89,1.8244,High,2,9,0.609,On Track
21,4,0.1836,0.1544,0.3168,-0.1332,12.6255,56.84,0.3174,Medium,1,4,0.631,At Risk
15,6,0.3742,0.3356,0.3677,0.0065,16.3171,57.15,0.6434,Low,0,5,0.89,At Risk
10,7,0.7413,0.6386,0.5299,0.2114,13.2101,72.47,1.009,Medium,1,10,0.916,On Track
3,2,0.7994,0.6954,0.5687,0.2306,3.5165,30.92,2.5044,Medium,1,1,0.447,On Track
20,1,0.0612,0.091,0.1896,-0.1284,5.2749,37.31,0.1598,Medium,1,5,0.935,At Risk
17,13,0.7808,0.897,0.825,-0.0442,15.7577,55.96,1.3708,Medium,1,5,0.664,On Track
13,7,0.5018,0.2534,0.431,0.0708,16.2404,62.92,0.7851,Medium,1,11,0.434,At Risk
10,3,0.3378,0.0368,0.3208,0.0169,9.3507,28.61,1.1408,Medium,1,8,0.626,On Track
19,9,0.4794,0.4366,0.5855,-0.1061,15.372,43.21,1.0842,High,2,4,0.85,At Risk
20,2,0.0912,0.0,0.0955,-0.0044,20.9333,23.73,0.3686,Low,0,4,0.666,At Risk
3,2,0.7428,0.8517,0.7203,0.0225,2.7766,70.61,1.0373,High,2,7,0.613,On Track
25,13,0.5104,0.5069,0.413,0.0975,31.4804,15.69,3.0573,Medium,1,11,0.522,On Track
12,0,0.0,0.204,0.1523,-0.1523,0.0,57.95,0.0,Medium,1,1,0.57,At Risk
3,0,0.104,0.0,0.2147,-0.1107,0.0,64.77,0.1581,Low,0,4,0.871,At Risk
18,12,0.6818,0.6794,0.5034,0.1784,23.8376,13.77,4.6173,Low,0,11,0.446,On Track
