_id,orgName,email,role,location,country,description,interests,skills,website,contact_person,phone,capacity_score,avg_project_budget,active_projects,languages,timezone,created_at
partner_0068,SolarWorks 68 (Government),contact68@solarworks.org,Government,"Hyderabad, India",India,"SolarNetwork 68 (Government) focuses on communications and works on SDG 3, SDG 10, SDG 14. Operating primarily in Hyderabad, India.","SDG 3, SDG 10, SDG 14","Communications, Project Management, Water Management",https://www.solarworks68.org,Lead 68,91766212275,64,10000,4,"English, Arabic",Asia/Kolkata,2022-09-24T06:12:22.380407Z
partner_0069,OceanSolutions 69 (NGO),contact69@oceansolutions.org,NGO,"Toronto, Canada",Canada,"GreenNetwork 69 (NGO) focuses on project management and works on SDG 10, SDG 13, SDG 9. Operating primarily in Toronto, Canada.","SDG 10, SDG 13, SDG 9","GIS, Monitoring & Evaluation, Project Management",https://www.oceansolutions69.org,Lead 69,2630870672,46,5000,0,"English, Portuguese",America/Toronto,2022-11-27T06:12:22.380407Z
partner_0070,SolarPartners 70 (Private Sector),contact70@solarpartners(p.org,Private Sector,"Delhi, India",India,"BluePartners 70 (Private Sector) focuses on data analysis and works on SDG 5, SDG 8, SDG 15. Operating primarily in Delhi, India.","SDG 5, SDG 8, SDG 15","Research, Water Management, Logistics",https://www.solarpartners(p70.org,Lead 70,91985330036,40,25000,9,"English, Arabic",Asia/Kolkata,2025-12-02T06:12:22.380407Z
partner_0071,BlueLabs 71 (University),contact71@bluelabs.org,University,"Tokyo, Japan",Japan,"TerraSolutions 71 (University) focuses on communications and works on SDG 1, SDG 11. Operating primarily in Tokyo, Japan.","SDG 1, SDG 11","Project Management, Monitoring & Evaluation, Fundraising",https://www.bluelabs71.org,Lead 71,2516578615,48,25000,8,"English, Swahili",Asia/Tokyo,2022-10-02T06:12:22.380407Z
partner_0072,ImpactLabs 72 (Foundation),contact72@impactlabs.org,Foundation,"Nairobi, Kenya",Kenya,"TerraPartners 72 (Foundation) focuses on communications and works on SDG 5, SDG 1, SDG 12. Operating primarily in Nairobi, Kenya.","SDG 5, SDG 1, SDG 12","Monitoring & Evaluation, Communications, Communications, Fundraising",https://www.impactlabs72.org,Lead 72,2556805767,71,10000,11,"English, Hindi",UTC,2023-05-09T06:12:22.380407Z
partner_0073,TerraSolutions 73 (Private Sector),contact73@terrasolutions(.org,Private Sector,"Pune, India",India,"UrbanFoundation 73 (Private Sector) focuses on healthcare and works on SDG 15, SDG 2, SDG 14. Operating primarily in Pune, India.","SDG 15, SDG 2, SDG 14","Community Engagement, Healthcare",https://www.terrasolutions(73.org,Lead 73,91927958771,78,100000,6,"English, Spanish",Asia/Kolkata,2023-07-06T06:12:22.380407Z
partner_0074,GreenLabs 74 (Government),contact74@greenlabs.org,Government,"Chennai, India",India,"RuralLabs 74 (Government) focuses on healthcare and works on SDG 13, SDG 4. Operating primarily in Chennai, India.","SDG 13, SDG 4","Communications, Mobile App Development",https://www.greenlabs74.org,Lead 74,91850055153,62,25000,0,"English, Spanish",Asia/Kolkata,2023-11-01T06:12:22.380407Z
partner_0075,UrbanInitiative 75 (Foundation),contact75@urbaninitiative.org,Foundation,"Sydney, Australia",Australia,"GreenSolutions 75 (Foundation) focuses on policy advocacy and works on SDG 15, SDG 7, SDG 14, SDG 2. Operating primarily in Sydney, Australia.","SDG 15, SDG 7, SDG 14, SDG 2","Community Engagement, Policy Advocacy",https://www.urbaninitiative75.org,Lead 75,2778214446,85,5000,10,"English, Mandarin",Australia/Sydney,2024-12-01T06:12:22.380407Z
partner_0076,RuralInitiative 76 (NGO),contact76@ruralinitiative.org,NGO,Singapore,Singapore,"ImpactPartners 76 (NGO) focuses on marine science and works on SDG 11, SDG 5. Operating primarily in Singapore.","SDG 11, SDG 5","Project Management, Marine Science",https://www.ruralinitiative76.org,Lead 76,1888651758,69,100000,2,"English, Swahili",Asia/Singapore,2023-12-23T06:12:22.380407Z
partner_0077,RuralWorks 77 (Startup),contact77@ruralworks.org,Startup,"Chennai, India",India,"BlueCollective 77 (Startup) focuses on logistics and works on SDG 6, SDG 13, SDG 9. Operating primarily in Chennai, India.","SDG 6, SDG 13, SDG 9","Project Management, Monitoring & Evaluation, Project Management, Agriculture",https://www.ruralworks77.org,Lead 77,91913063871,88,10000,12,"English, Hindi",Asia/Kolkata,2023-05-16T06:12:22.380407Z
partner_0078,SolarInitiative 78 (Private Sector),contact78@solarinitiative.org,Private Sector,"Tokyo, Japan",Japan,"UrbanFoundation 78 (Private Sector) focuses on gis and works on SDG 3, SDG 16, SDG 2. Operating primarily in Tokyo, Japan.","SDG 3, SDG 16, SDG 2","Communications, Water Management, Mobile App Development",https://www.solarinitiative78.org,Lead 78,1718169064,91,25000,2,"English, Spanish",Asia/Tokyo,2025-07-26T06:12:22.380407Z
partner_0079,OceanNetwork 79 (Foundation),contact79@oceannetwork.org,Foundation,"Sydney, Australia",Australia,"GreenLabs 79 (Foundation) focuses on monitoring & evaluation and works on SDG 8. Operating primarily in Sydney, Australia.",SDG 8,"Data Analysis, Renewable Energy",https://www.oceannetwork79.org,Lead 79,1943473827,57,5000,8,"English, Arabic",Australia/Sydney,2022-08-17T06:12:22.380407Z
partner_0080,TerraFoundation 80 (Government),contact80@terrafoundation.org,Government,Singapore,Singapore,"GreenNetwork 80 (Government) focuses on renewable energy and works on SDG 14, SDG 17, SDG 13. Operating primarily in Singapore.","SDG 14, SDG 17, SDG 13","Project Management, Monitoring & Evaluation, Renewable Energy, Communications",https://www.terrafoundation80.org,Lead 80,2439290564,87,5000,0,"English, French",Asia/Singapore,2025-06-07T06:12:22.380407Z
partner_0081,GreenWorks 81 (Foundation),contact81@greenworks.org,Foundation,"Dubai, UAE",UAE,"BlueInitiative 81 (Foundation) focuses on research and works on SDG 5, SDG 12, SDG 13, SDG 3. Operating primarily in Dubai, UAE.","SDG 5, SDG 12, SDG 13, SDG 3","Communications, Project Management",https://www.greenworks81.org,Lead 81,2621190850,77,5000,9,"English, Swahili",Asia/Dubai,2025-03-12T06:12:22.380407Z
partner_0082,SolarFoundation 82 (NGO),contact82@solarfoundation.org,NGO,"Tokyo, Japan",Japan,"SolarInitiative 82 (NGO) focuses on policy advocacy and works on SDG 4, SDG 6. Operating primarily in Tokyo, Japan.","SDG 4, SDG 6","Policy Advocacy, Project Management, Communications, Communications",https://www.solarfoundation82.org,Lead 82,2257712916,52,10000,7,"English, French",Asia/Tokyo,2023-02-22T06:12:22.380407Z
partner_0083,ImpactNetwork 83 (Private Sector),contact83@impactnetwork(p.org,Private Sector,"Paris, France",France,"FutureInitiative 83 (Private Sector) focuses on research and works on SDG 17, SDG 2, SDG 14, SDG 4. Operating primarily in Paris, France.","SDG 17, SDG 2, SDG 14, SDG 4","Project Management, GIS, Communications, Research",https://www.impactnetwork(p83.org,Lead 83,2256745690,78,50000,11,"English, Portuguese",Europe/Paris,2022-09-05T06:12:22.380407Z
partner_0084,RuralFoundation 84 (Private Sector),contact84@ruralfoundation.org,Private Sector,"Bengaluru, India",India,"FuturePartners 84 (Private Sector) focuses on logistics and works on SDG 14, SDG 17, SDG 6, SDG 8. Operating primarily in Bengaluru, India.","SDG 14, SDG 17, SDG 6, SDG 8","Logistics, Fundraising",https://www.ruralfoundation84.org,Lead 84,91952068688,55,50000,11,"English, Spanish",Asia/Kolkata,2023-02-02T06:12:22.380407Z
partner_0085,OceanWorks 85 (Private Sector),contact85@oceanworks(priv.org,Private Sector,"Kolkata, India",India,"RuralSolutions 85 (Private Sector) focuses on agriculture and works on SDG 4. Operating primarily in Kolkata, India.",SDG 4,"Research, Data Analysis, GIS",https://www.oceanworks(priv85.org,Lead 85,91995560322,66,5000,4,"English, Swahili",Asia/Kolkata,2023-02-21T06:12:22.380407Z
partner_0086,SolarCollective 86 (University),contact86@solarcollective.org,University,"Lagos, Nigeria",Nigeria,"RuralFoundation 86 (University) focuses on communications and works on SDG 1, SDG 12, SDG 14, SDG 5. Operating primarily in Lagos, Nigeria.","SDG 1, SDG 12, SDG 14, SDG 5","Communications, Fundraising",https://www.solarcollective86.org,Lead 86,2016420079,76,10000,1,"English, French",UTC,2025-10-26T06:12:22.380407Z
partner_0087,OceanInitiative 87 (Private Sector),contact87@oceaninitiative.org,Private Sector,"Bangkok, Thailand",Thailand,"TerraPartners 87 (Private Sector) focuses on data analysis and works on SDG 9, SDG 17, SDG 2, SDG 3. Operating primarily in Bangkok, Thailand.","SDG 9, SDG 17, SDG 2, SDG 3","Water Management, Data Analysis",https://www.oceaninitiative87.org,Lead 87,1857271661,79,10000,4,"English, Arabic",UTC,2024-01-03T06:12:22.380407Z
partner_0088,BlueCollective 88 (Government),contact88@bluecollective.org,Government,"Delhi, India",India,"SolarFoundation 88 (Government) focuses on logistics and works on SDG 10, SDG 5, SDG 4, SDG 15. Operating primarily in Delhi, India.","SDG 10, SDG 5, SDG 4, SDG 15","Agriculture, Monitoring & Evaluation, Communications",https://www.bluecollective88.org,Lead 88,91907372999,85,10000,3,"English, Spanish",Asia/Kolkata,2022-10-18T06:12:22.380407Z
partner_0089,TerraSolutions 89 (Government),contact89@terrasolutions.org,Government,"Nairobi, Kenya",Kenya,"CommunityCollective 89 (Government) focuses on data analysis and works on SDG 10, SDG 8, SDG 9. Operating primarily in Nairobi, Kenya.","SDG 10, SDG 8, SDG 9","Research, Water Management",https://www.terrasolutions89.org,Lead 89,2245418119,88,100000,8,"English, Mandarin",UTC,2025-01-29T06:12:22.380407Z
partner_0090,ImpactLabs 90 (University),contact90@impactlabs.org,University,"Hyderabad, India",India,"FutureWorks 90 (University) focuses on marine science and works on SDG 13. Operating primarily in Hyderabad, India.",SDG 13,"Project Management, Water Management",https://www.impactlabs90.org,Lead 90,91872085319,80,25000,12,"English, French",Asia/Kolkata,2024-07-18T06:12:22.380407Z
partner_0091,TerraPartners 91 (NGO),contact91@terrapartners.org,NGO,"Chennai, India",India,"TerraSolutions 91 (NGO) focuses on monitoring & evaluation and works on SDG 5, SDG 2. Operating primarily in Chennai, India.","SDG 5, SDG 2","Project Management, Data Analysis, Renewable Energy, Monitoring & Evaluation",https://www.terrapartners91.org,Lead 91,91751352938,94,5000,5,"English, Mandarin",Asia/Kolkata,2024-09-16T06:12:22.380407Z
partner_0092,FutureCollective 92 (University),contact92@futurecollectiv.org,University,"Nairobi, Kenya",Kenya,"UrbanInitiative 92 (University) focuses on monitoring & evaluation and works on SDG 15. Operating primarily in Nairobi, Kenya.",SDG 15,"Data Analysis, Communications, Project Management, Monitoring & Evaluation",https://www.futurecollectiv92.org,Lead 92,2990337630,86,5000,9,"English, Swahili",UTC,2023-04-13T06:12:22.380407Z
partner_0093,SolarFoundation 93 (NGO),contact93@solarfoundation.org,NGO,"Toronto, Canada",Canada,"GreenFoundation 93 (NGO) focuses on healthcare and works on SDG 1, SDG 17, SDG 9, SDG 15. Operating primarily in Toronto, Canada.","SDG 1, SDG 17, SDG 9, SDG 15","Mobile App Development, Community Engagement, Renewable Energy, Communications",https://www.solarfoundation93.org,Lead 93,2045383141,53,50000,1,"English, Swahili",America/Toronto,2025-01-27T06:12:22.380407Z
partner_0094,CommunityWorks 94 (Private Sector),contact94@communityworks(.org,Private Sector,"Sydney, Australia",Australia,"SolarWorks 94 (Private Sector) focuses on education and works on SDG 8. Operating primarily in Sydney, Australia.",SDG 8,"Communications, Mobile App Development, Project Management",https://www.communityworks(94.org,Lead 94,2532849040,67,50000,7,"English, Mandarin",Australia/Sydney,2023-07-01T06:12:22.380407Z
partner_0095,OceanNetwork 95 (Foundation),contact95@oceannetwork.org,Foundation,"Tokyo, Japan",Japan,"ImpactWorks 95 (Foundation) focuses on community engagement and works on SDG 16, SDG 9. Operating primarily in Tokyo, Japan.","SDG 16, SDG 9","Community Engagement, Project Management, Project Management, Healthcare",https://www.oceannetwork95.org,Lead 95,2762415339,84,10000,8,"English, Hindi",Asia/Tokyo,2025-03-07T06:12:22.380407Z
partner_0096,UrbanWorks 96 (Private Sector),contact96@urbanworks(priv.org,Private Sector,"Pune, India",India,"SolarLabs 96 (Private Sector) focuses on monitoring & evaluation and works on SDG 15. Operating primarily in Pune, India.",SDG 15,"Project Management, Communications, Monitoring & Evaluation, Data Analysis",https://www.urbanworks(priv96.org,Lead 96,91620576109,40,25000,11,"English, Mandarin",Asia/Kolkata,2024-02-16T06:12:22.380407Z
partner_0097,UrbanFoundation 97 (Startup),contact97@urbanfoundation.org,Startup,"Hyderabad, India",India,"GreenLabs 97 (Startup) focuses on gis and works on SDG 7. Operating primarily in Hyderabad, India.",SDG 7,"Project Management, Mobile App Development",https://www.urbanfoundation97.org,Lead 97,91939244079,77,10000,9,"English, Mandarin",Asia/Kolkata,2022-12-25T06:12:22.380407Z
partner_0098,FuturePartners 98 (Government),contact98@futurepartners.org,Government,"Tokyo, Japan",Japan,"GreenWorks 98 (Government) focuses on logistics and works on SDG 16, SDG 12, SDG 5. Operating primarily in Tokyo, Japan.","SDG 16, SDG 12, SDG 5","Monitoring & Evaluation, Communications",https://www.futurepartners98.org,Lead 98,2132370425,45,100000,5,"English, French",Asia/Tokyo,2024-05-18T06:12:22.380407Z
partner_0099,OceanLabs 99 (Private Sector),contact99@oceanlabs(priva.org,Private Sector,"Sydney, Australia",Australia,"FutureLabs 99 (Private Sector) focuses on education and works on SDG 15, SDG 14, SDG 1. Operating primarily in Sydney, Australia.","SDG 15, SDG 14, SDG 1","Mobile App Development, Communications, Education, Research",https://www.oceanlabs(priva99.org,Lead 99,2072932093,52,25000,0,"English, Hindi",Australia/Sydney,2025-08-16T06:12:22.380407Z
partner_0100,ImpactNetwork 100 (University),contact100@impactnetwork.org,University,"Nairobi, Kenya",Kenya,"BlueSolutions 100 (University) focuses on community engagement and works on SDG 4. Operating primarily in Nairobi, Kenya.",SDG 4,"Project Management, Community Engagement, Agriculture, Healthcare",https://www.impactnetwork100.org,Lead 100,1753006546,56,50000,11,"English, Swahili",UTC,2024-11-18T06:12:22.380407Z
partner_0101,ImpactLabs 101 (Private Sector),contact101@impactlabs(priv.org,Private Sector,"Delhi, India",India,"CommunityLabs 101 (Private Sector) focuses on community engagement and works on SDG 1, SDG 3, SDG 7. Operating primarily in Delhi, India.","SDG 1, SDG 3, SDG 7","Project Management, Agriculture, Healthcare",https://www.impactlabs(priv101.org,Lead 101,91980494613,95,100000,12,"English, Swahili",Asia/Kolkata,2025-10-28T06:12:22.380407Z
partner_0102,ImpactFoundation 102 (Government),contact102@impactfoundatio.org,Government,"Toronto, Canada",Canada,"GreenSolutions 102 (Government) focuses on project management and works on SDG 16, SDG 17, SDG 13, SDG 14. Operating primarily in Toronto, Canada.","SDG 16, SDG 17, SDG 13, SDG 14","Communications, Project Management",https://www.impactfoundatio102.org,Lead 102,2091059217,59,100000,3,"English, Portuguese",America/Toronto,2022-09-21T06:12:22.380407Z
partner_0103,BlueWorks 103 (NGO),contact103@blueworks.org,NGO,"Sydney, Australia",Australia,"SolarCollective 103 (NGO) focuses on gis and works on SDG 13. Operating primarily in Sydney, Australia.",SDG 13,"Water Management, Communications",https://www.blueworks103.org,Lead 103,2339428440,87,100000,9,English,Australia/Sydney,2023-06-30T06:12:22.380407Z
partner_0104,UrbanSolutions 104 (Startup),contact104@urbansolutions.org,Startup,"Toronto, Canada",Canada,"FutureWorks 104 (Startup) focuses on gis and works on SDG 15, SDG 6, SDG 2, SDG 1. Operating primarily in Toronto, Canada.","SDG 15, SDG 6, SDG 2, SDG 1","Project Management, Project Management, Communications, Water Management",https://www.urbansolutions104.org,Lead 104,1798376837,90,25000,5,English,America/Toronto,2025-04-17T06:12:22.380407Z
partner_0105,BlueInitiative 105 (Government),contact105@blueinitiative.org,Government,"Chennai, India",India,"OceanNetwork 105 (Government) focuses on healthcare and works on SDG 16. Operating primarily in Chennai, India.",SDG 16,"Communications, Project Management, Healthcare, Mobile App Development",https://www.blueinitiative105.org,Lead 105,91702185710,47,25000,9,"English, Arabic",Asia/Kolkata,2025-05-07T06:12:22.380407Z
partner_0106,ImpactNetwork 106 (Private Sector),contact106@impactnetwork(p.org,Private Sector,"London, UK",UK,"FutureFoundation 106 (Private Sector) focuses on project management and works on SDG 8, SDG 15, SDG 1, SDG 6. Operating primarily in London, UK.","SDG 8, SDG 15, SDG 1, SDG 6","Communications, Project Management",https://www.impactnetwork(p106.org,Lead 106,44869861071,67,100000,10,"English, Hindi",UTC,2025-08-02T06:12:22.380407Z
partner_0107,ImpactLabs 107 (Government),contact107@impactlabs.org,Government,Singapore,Singapore,"BlueNetwork 107 (Government) focuses on monitoring & evaluation and works on SDG 9, SDG 8, SDG 7. Operating primarily in Singapore.","SDG 9, SDG 8, SDG 7","Data Analysis, Project Management",https://www.impactlabs107.org,Lead 107,2957934658,93,100000,5,"English, Swahili",Asia/Singapore,2025-07-22T06:12:22.380407Z
